CIF,COD_ENTE1,COD_ENTE2,COD_ENTE3,COD_ENTE4,COD_ENTE5,COD_ENTE6,Entidad Local,Cif dependiente,COD_ENTE1_DEP,COD_ENTE2_DEP,COD_ENTE3_DEP,COD_ENTE4_DEP,COD_ENTE5_DEP,COD_ENTE6_DEP,DEPENDIENTE,SECTORIZACION,     Fecha sectorización,Participación mayoritaria
P4506700F,08,45,067,A,A,000,Gálvez                                                                ,P4506700F,08,45,067,A,V,001,P. M. Deportes                                                        ,AAPP,30/11/2007,
P4507000J,08,45,069,A,A,000,Gerindote                                                             ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4507100H,08,45,070,A,A,000,Guadamur                                                              ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4507600G,08,45,075,A,A,000,Hontanar                                                              ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4507700E,08,45,076,A,A,000,Hormigos                                                              ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4507800C,08,45,077,A,A,000,Huecas                                                                ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4508400A,08,45,083,A,A,000,Layos                                                                 ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4508600F,08,45,085,A,A,000,Lominchar                                                             ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4508800B,08,45,087,A,A,000,Madridejos                                                            ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4508800B,08,45,087,A,A,000,Madridejos                                                            ,P4508800B,08,45,087,A,V,001,P. Deportivo Municipal                                                ,AAPP,01/03/2013,
P4508800B,08,45,087,A,A,000,Madridejos                                                            ,P4508800B,08,45,087,A,V,002,P. M. Cultura                                                         ,AAPP,01/03/2013,
P4509000H,08,45,089,A,A,000,Malpica de Tajo                                                       ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4509100F,08,45,090,A,A,000,Manzaneque                                                            ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4509200D,08,45,091,A,A,000,Maqueda                                                               ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4509300B,08,45,092,A,A,000,Marjaliza                                                             ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4509500G,08,45,094,A,A,000,Mascaraque                                                            ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4509600E,08,45,095,A,A,000,Mata (La)                                                             ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4509700C,08,45,096,A,A,000,Mazarambroz                                                           ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4509900I,08,45,098,A,A,000,Menasalbas                                                            ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4510000E,08,45,099,A,A,000,Méntrida                                                              ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4510100C,08,45,100,A,A,000,Mesegar de Tajo                                                       ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4510200A,08,45,101,A,A,000,Miguel Esteban                                                        ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4510700J,08,45,106,A,A,000,Mora                                                                  ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4510700J,08,45,106,A,A,000,Mora                                                                  ,P4510700J,08,45,106,A,V,001,P. Deportivo Municipal                                                ,AAPP,30/11/2007,
P4511000D,08,45,109,A,A,000,Navahermosa                                                           ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4511300H,08,45,112,A,A,000,Navalmorales (Los)                                                    ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4511400F,08,45,113,A,A,000,Navalucillos (Los)                                                    ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4511400F,08,45,113,A,A,000,Navalucillos (Los)                                                    ,G13258827,08,00,023,N,N,000,Asoc. Concejo Mancomunidad de Cabañeros                               , ,,
P4511400F,08,45,113,A,A,000,Navalucillos (Los)                                                    ,P4500035C,08,45,113,A,V,001,P. Esc. y Banda Municipal de Musica                                   ,AAPP,30/11/2007,
P4511400F,08,45,113,A,A,000,Navalucillos (Los)                                                    ,P9511401C,08,45,113,A,V,002,P. M. Res. Ancianos                                                   ,AAPP,30/11/2007,
P4511700I,08,45,116,A,A,000,Noez                                                                  ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4511800G,08,45,117,A,A,000,Nombela                                                               ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4512400E,08,45,123,A,A,000,Ontígola                                                              ,A45579778,08,45,123,A,P,001,"E. M. Suelo y Vivienda de Ontígola, S.A.                              ",AAPP,01/03/2014,S
P4512500B,08,45,124,A,A,000,Orgaz                                                                 ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4513400D,08,45,133,A,A,000,Polán                                                                 ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4513600I,08,45,135,A,A,000,Puebla de Almoradiel (La)                                             ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4513700G,08,45,136,A,A,000,Puebla de Montalbán (La)                                              ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4514100I,08,45,140,A,A,000,Pulgar                                                                ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4514200G,08,45,141,A,A,000,Quero                                                                 ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4514300E,08,45,142,A,A,000,Quintanar de la Orden                                                 ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4514400C,08,45,143,A,A,000,Quismondo                                                             ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4514800D,08,45,147,A,A,000,Rielves                                                               ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4515000J,08,45,149,A,A,000,Romeral (El)                                                          ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4515100H,08,45,150,A,A,000,San Bartolomé de las Abiertas                                         ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4515200F,08,45,151,A,A,000,San Martín de Montalbán                                               ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4515300D,08,45,152,A,A,000,San Martín de Pusa                                                    ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4515300D,08,45,152,A,A,000,San Martín de Pusa                                                    ,P4500039E,08,45,152,A,V,001,P. M. Res. 3ª Edad Virgen de Bienvenida                               ,AAPP,30/11/2007,
P4515400B,08,45,153,A,A,000,San Pablo de los Montes                                               ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4515600G,08,45,155,A,A,000,Santa Ana de Pusa                                                     ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4515800C,08,45,157,A,A,000,Santa Cruz del Retamar                                                ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4515900A,08,45,158,A,A,000,Santa Olalla                                                          ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4516200E,08,45,161,A,A,000,Seseña                                                                ,A45693801,08,45,161,A,P,001,E.M. Suelo y Vivienda de Seseña S.A.                                  , ,01/07/2014,S
P4516200E,08,45,161,A,A,000,Seseña                                                                ,A45492840,08,45,161,A,P,002,"Seseña Limpieza y Mantenimiento, S.A.", ,01/07/2014,S
P4516400A,08,45,163,A,A,000,Sonseca                                                               ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,G64767775,00,00,014,N,N,000,Asoc.  Española Ciudades de la Cerámica                               , ,01/01/2015,
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,G45497484,08,00,037,N,N,000,"Asoc. Desarrollo Comarca Talavera,Sierra San Vicente, La Jara IPETA   ", ,01/01/2015,
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,P4500037I,08,45,165,A,O,002,O. Aut. L. de Cultura                                                 ,AAPP,01/01/2015,
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,A45481652,08,45,165,A,P,001,Gest. Infres. y Serv. Públicos                                        ,AAPP,01/01/2015,S
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,P9516601C,08,45,165,A,V,001,Iniciativa Promoción Económica (IPETA)                                ,AAPP,01/01/2015,
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,G45568979,00,00,033,H,H,000,F. Talavera Ferial                                                    ,AAPP,01/01/2015,
P4516600F,08,45,165,A,A,000,Talavera de la Reina                                                  ,G45318086,00,00,017,N,N,000,Asoc. Española Mercados de Ganado, ,,
P4516700D,08,45,166,A,A,000,Tembleque                                                             ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4516800B,08,45,167,A,A,000,Toboso (El)                                                           ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4516900J,08,45,168,A,A,000,Toledo                                                                ,B45456324,08,00,000,X,P,001,Toletum Visigodo S.L.                                                 ,AAPP,01/12/2013,N
P4516900J,08,45,168,A,A,000,Toledo                                                                ,A45314820,08,45,168,A,P,001,"E. M. Vivienda, S.A.                                                  ",AAPP,01/12/2013,S
P4516900J,08,45,168,A,A,000,Toledo                                                                ,V45229093,08,45,168,A,V,002,P. M. Teatro de Rojas                                                 ,AAPP,01/12/2013,
P4516900J,08,45,168,A,A,000,Toledo                                                                ,G45296522,08,45,168,A,V,004,P. M. Turismo                                                         ,AAPP,01/12/2013,
P4516900J,08,45,168,A,A,000,Toledo                                                                ,P9590001E,08,45,168,A,V,005,P. M. Música                                                          ,AAPP,01/12/2013,
P4516900J,08,45,168,A,A,000,Toledo                                                                ,G45038148,08,45,168,A,O,001,P. Deportivo Municipal                                                ,AAPP,01/12/2013,
P4517200D,08,45,171,A,A,000,Torre de Esteban Hambrán (La)                                         ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4517400J,08,45,173,A,A,000,Torrijos                                                              ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4517400J,08,45,173,A,A,000,Torrijos                                                              ,P4500044E,08,45,173,A,V,001,Instituto Municipal de Deportes                                       ,AAPP,30/11/2007,
P4517500G,08,45,174,A,A,000,Totanés                                                               ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4517600E,08,45,175,A,A,000,Turleque                                                              ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4517800A,08,45,177,A,A,000,Urda                                                                  ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4517900I,08,45,901,A,A,000,Santo Domingo-Caudilla                                                ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4518300A,08,45,182,A,A,000,Ventas con Peña Aguilera (Las)                                        ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4518600D,08,45,185,A,A,000,Villacañas                                                            ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4518600D,08,45,185,A,A,000,Villacañas                                                            ,B45695178,08,45,185,A,P,001,"E. M.  Villacañas Siglo XXI, S.L.                                     ",AAPP,01/09/2013,S
P4518700B,08,45,186,A,A,000,Villa de Don Fadrique (La)                                            ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4518800J,08,45,187,A,A,000,Villafranca de los Caballeros                                         ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4518800J,08,45,187,A,A,000,Villafranca de los Caballeros                                         ,P9518801G,08,45,187,A,V,001,Consejo Local Agrario                                                 ,AAPP,30/11/2007,
P4518800J,08,45,187,A,A,000,Villafranca de los Caballeros                                         ,B45707098,08,45,187,A,P,001,Sociedad Urbanística de Villafranca de los Caballeros                 , ,,S
P4519000F,08,45,189,A,A,000,Villamiel de Toledo                                                   ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4519100D,08,45,190,A,A,000,Villaminaya                                                           ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4519300J,08,45,192,A,A,000,Villanueva de Alcardete                                               ,G45353745,08,00,033,N,N,000,Grupo Accion Local Dulcinea                                           , ,,
P4519500E,08,45,194,A,A,000,Villarejo de Montalbán                                                ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4520000C,08,45,199,A,A,000,Viso de San Juan (El)                                                 ,G45483740,08,00,036,N,N,000,Asoc. Comarcal Castillos Medio Tajo                                   , ,,
P4520100A,08,45,200,A,A,000,Yébenes (Los)                                                         ,G45404696,08,00,001,N,N,000,Asoc. Desarrollo Integrado Territorio Montes Toledanos                , ,,
P4520100A,08,45,200,A,A,000,Yébenes (Los)                                                         ,A45289089,08,45,200,A,P,001,"Prom. y Desar. Social, S.A.                                           ", ,,S
P4520300G,08,45,202,A,A,000,Yepes                                                                 ,P4500049D,08,45,202,A,O,001,Residencia Municipal de la 3ª Edad San Benito Abad de Yepes           ,AAPP,30/11/2007,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,G96990981,17,00,003,H,H,000,F. Museo Textil Comun. Valenciana                                     , ,01/12/2014,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,G46264974,17,00,009,H,H,000,"F. Investigación Biomédica, Docencia y Desar. Ciencias Salud          ", ,,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,G97124515,17,00,009,N,N,000,Asoc. Red Municipios Valencianos hacia la Sostenibilidad              , ,01/06/2012,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,P4600022J,17,00,038,C,C,000,C. Serv. Prevención y Extinción de Incendios y Salvamento de Valencia ,AAPP,01/06/2012,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,A96029483,17,46,000,D,P,001,Impulso Econ. Local de Valencia (IMELSA)                              ,AAPP,01/04/2011,S
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,A46615159,17,46,000,D,P,002,"E. General Valenciana del Agua, S.A. (EGEVASA)                        ",S. no Financieras,01/04/2011,S
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,A96157011,17,46,000,D,P,004,"Gest. Integral Residuos Sólidos, S.A. (GIRSA)                         ",S. no Financieras,01/04/2011,S
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,P4600125A,17,46,000,D,O,001,"P. Provincial de Turismo ""València,Terra i Mar""                       ",AAPP,30/11/2007,
P4600000F,17,46,000,D,D,000,Diputación Prov. de Valencia                                          ,A96879754,17,46,000,D,P,006,Mediterranea de Recursos hidricos S.A.                                ,S. no Financieras,01/04/2011,S
P4600003J,17,46,002,M,M,000,Mc. Interm. L'Horta-Sud                                               ,G96893524,17,00,075,C,C,000,"Museo Comarcal l´Horta Sud ""Jose Ferris March""                        ",AAPP,01/10/2014,
P4600003J,17,46,002,M,M,000,Mc. Interm. L'Horta-Sud                                               ,G98210792,17,00,084,C,C,000,C. Servicios Sociales Especializados                                  ,AAPP,01/10/2014,
P4600015D,17,46,003,M,M,000,Mc. Camp de Turia                                                     ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4600017J,17,46,009,M,M,000,Mc. La Safor                                                          ,G98300353,17,00,077,C,C,000,C. Turistic Cultural de la Safor                                      , ,,
P4600021B,17,46,008,M,M,000,Mc. Alto Turia                                                        ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4600025C,17,46,016,M,M,000,Mc. Interm. Hoya de Buñol-Chiva                                       ,B98590888,17,46,016,M,P,001,S. M. Gestión Catastral Mancomunada S.L.                              , ,,S
P4600028G,17,46,013,M,M,000,Mc. La Vall D'Albaida                                                 ,A96310891,17,46,013,M,P,001,"S. per a la Prommocio de la Vall d'Albaida, S.A.                      ", ,,S
P4600028G,17,46,013,M,M,000,Mc. La Vall D'Albaida                                                 ,B96547096,17,46,013,M,P,002,"FIEVI, S.L.                                                           ", ,,S
P4600054C,17,46,030,M,M,000,Mc. La Serranía                                                       ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4600054C,17,46,030,M,M,000,Mc. La Serranía                                                       ,G97845713,17,00,062,C,C,000,C. Fomento y Desarrollo Integral Comarca La Serranía                  , ,,
P4600500E,17,46,005,A,A,000,Alaquàs                                                               ,G46274056,17,00,048,C,C,000,C. Prom. Cultura en Alaquàs                                           , ,01/03/2015,
P4600500E,17,46,005,A,A,000,Alaquàs                                                               ,B98428675,17,46,005,A,P,001,Alaquas Empresa Municipal S.L.                                        ,AAPP,01/03/2015,S
P4600600C,17,46,006,A,A,000,Albaida                                                               ,A96197363,17,46,006,A,P,001,S. Gestió Publica d'Albaida S.L.                                      , ,,S
P4600700A,17,46,007,A,A,000,Albal                                                                 ,P9600701H,17,46,007,A,V,001,Res. M. Ancianos Antonio y Julio Muñoz Genoves                        ,S. no Financieras,01/10/2014,
P4601200A,17,46,012,A,A,000,Alborache                                                             ,G96565890,17,00,012,N,N,000,Asoc. Promoción Interior Hoya de Buñol - Chiva                        , ,,
P4601300I,17,46,013,A,A,000,Alboraya                                                              ,B97285506,17,46,013,A,P,001,"E. Gest. Urbanística y Serv. Alboraya, S.A.                           ",AAPP,01/01/2015,S
P4601300I,17,46,013,A,A,000,Alboraya                                                              ,B98182900,17,46,013,A,P,003,"Centro Respuesta Integral de Alboraya, S.L.                           ",AAPP,01/01/2015,S
P4601300I,17,46,013,A,A,000,Alboraya                                                              ,G97214555,17,00,042,H,H,000,F. Comunitat Valenciana para la Promoción de Alboraya                 ,AAPP,01/01/2015,
P4601300I,17,46,013,A,A,000,Alboraya                                                              ,B97692677,17,00,000,F,P,026,Alboraya Marina Nova S.L.                                             ,AAPP,01/01/2015,S
P4601600B,17,46,016,A,A,000,Alcàntera de Xúquer                                                   ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4601700J,17,46,017,A,A,000,Alzira                                                                ,A96871538,17,46,017,A,P,001,"Instalaciones Deportivas Alzira, S.A.                                 ",S. no Financieras,01/11/2014,S
P4601700J,17,46,017,A,A,000,Alzira                                                                ,A97503825,17,46,017,A,P,002,"Gestora del Suelo Alzira, S.A.                                        ",AAPP,01/10/2014,S
P4601700J,17,46,017,A,A,000,Alzira                                                                ,A97640627,17,46,017,A,P,003,"Alzira Radio, S.A.                                                    ",AAPP,01/10/2014,S
P4601700J,17,46,017,A,A,000,Alzira                                                                ,G97785869,17,00,016,N,N,000,Comunitat d´Usuaris Vertits Ribera Alta                               , ,01/11/2014,
P4601800H,17,46,018,A,A,000,Alcublas                                                              ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4602000D,17,46,020,A,A,000,Alcúdia de Crespins (l')                                              ,A46581930,17,00,000,F,P,016,"S. Prom. Economica, S.A.                                              ", ,,S
P4602100B,17,46,021,A,A,000,Aldaia                                                                ,P4600076F,17,00,054,C,C,000,C. Aguas de L'Horta                                                   , ,,
P4602100B,17,46,021,A,A,000,Aldaia                                                                ,A98282379,17,46,021,A,P,001,Aldaia Proxima S.A.                                                   , ,,S
P4602500C,17,46,025,A,A,000,Alfara del Patriarca                                                  ,P4600076F,17,00,054,C,C,000,C. Aguas de L'Horta                                                   , ,,
P4603600J,17,46,036,A,A,000,Alpuente                                                              ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4603800F,17,46,038,A,A,000,Andilla                                                               ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4603900D,17,46,039,A,A,000,Anna                                                                  ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4604000B,17,46,040,A,A,000,Antella                                                               ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4604100J,17,46,041,A,A,000,Aras de los Olmos                                                     ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4604100J,17,46,041,A,A,000,Aras de los Olmos                                                     ,B97074306,17,46,041,A,P,001,Servicios y Suministros Municipales Aras. S.L.                        , ,,S
P4604100J,17,46,041,A,A,000,Aras de los Olmos                                                     ,G98194723,17,00,034,H,H,000,F. Comunitat Valenciana El Olmo                                       , ,,
P4604100J,17,46,041,A,A,000,Aras de los Olmos                                                     ,P4600157D,17,00,086,C,C,000,C. Forestal del Turia                                                 , ,,
P4605000A,17,46,050,A,A,000,Benagéber                                                             ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4605000A,17,46,050,A,A,000,Benagéber                                                             ,P4600157D,17,00,086,C,C,000,C. Forestal del Turia                                                 , ,,
P4605300E,17,46,053,A,A,000,Beneixida                                                             ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4605300E,17,46,053,A,A,000,Beneixida                                                             ,B98142276,17,46,053,A,P,002,Serveis Públics Beneixida S.L.U.                                      ,AAPP,01/10/2014,S
P4605400C,17,46,054,A,A,000,Benetússer                                                            ,A98491897,17,46,054,A,P,001,"BENESERMU,S.A                                                         ", ,,S
P4606900A,17,46,067,A,A,000,Benisanó                                                              ,A97278550,17,46,067,A,P,001,"Agua de Benisanó, S.A.M.                                              ",S. no Financieras,01/08/2013,S
P4607300C,17,46,071,A,A,000,Bicorp                                                                ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4607400A,17,46,072,A,A,000,Bocairent                                                             ,V46182242,17,46,072,A,V,001,P. M. Res. Sagrado Corazón de Jesús                                   ,AAPP,30/11/2007,
P4607500H,17,46,073,A,A,000,Bolbaite                                                              ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4607800B,17,46,076,A,A,000,Bugarra                                                               ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4607900J,17,46,077,A,A,000,Buñol                                                                 ,G96565890,17,00,012,N,N,000,Asoc. Promoción Interior Hoya de Buñol - Chiva                        , ,,
P4607900J,17,46,077,A,A,000,Buñol                                                                 ,A46742177,17,46,077,A,P,001,"Buñol Industrial, S.A. (BUINSA)                                       ", ,,S
P4608000H,17,46,078,A,A,000,Burjassot                                                             ,P4600066G,17,00,049,C,C,000,C. Pacto Territorial Creación de Empleo (Pactem-Nord)                 ,AAPP,01/02/2014,
P4608000H,17,46,078,A,A,000,Burjassot                                                             ,B97084651,17,46,078,A,P,001,"C. Empleo, Estudios y Formación, S.L. (CEMEF)                         ",AAPP,01/01/2014,S
P4608000H,17,46,078,A,A,000,Burjassot                                                             ,Q4601032H,17,46,078,A,V,001,Inst. M. Cultura y Juventud                                           ,AAPP,01/02/2014,
P4608000H,17,46,078,A,A,000,Burjassot                                                             ,G97968119,17,00,057,H,H,000,F. Vicent Andres Estelles                                             , ,,
P4608100F,17,46,079,A,A,000,Calles                                                                ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
P4608200D,17,46,080,A,A,000,Camporrobles                                                          ,G97160337,17,00,013,N,N,000,Asoc. Grupo de Acción Local Tierras del Interior                      , ,,
P4608300B,17,46,081,A,A,000,Canals                                                                ,B97911754,17,46,081,A,P,001,Risoncha S.L.                                                         ,AAPP,01/05/2014,S
P4608400J,17,46,082,A,A,000,Canet d'En Berenguer                                                  ,V97064307,00,00,003,C,C,000,C. Pangea-Arco Mediterráneo .                                         , ,01/03/2015,
P4608500G,17,46,083,A,A,000,Carcaixent                                                            ,A96811575,17,46,083,A,P,001,"Procarsa, S.A.                                                        ",AAPP,01/07/2013,S
P4608500G,17,46,083,A,A,000,Carcaixent                                                            ,P4600061H,17,46,083,A,V,001,F. P. Conserv. Profl. Música y Danza Maestro Vert                     ,AAPP,30/11/2007,
P4608500G,17,46,083,A,A,000,Carcaixent                                                            ,G46129185,17,46,083,A,O,001,F. P. Servicios Gestión de la Residencia Virgen de Aguas Vivas        ,AAPP,30/11/2007,
P4608500G,17,46,083,A,A,000,Carcaixent                                                            ,G97785869,17,00,016,N,N,000,Comunitat d´Usuaris Vertits Ribera Alta                               , ,01/11/2014,
P4608600E,17,46,084,A,A,000,Càrcer                                                                ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4609600D,17,46,094,A,A,000,Catarroja                                                             ,P9609601A,17,46,094,A,V,001,Res. 3ª Edad Fco. A. Pastor-Desamparados-S                            ,AAPP,30/11/2007,
P4609600D,17,46,094,A,A,000,Catarroja                                                             ,B98169303,17,46,094,A,P,001,Empresa Pública Servicios de Catarroja S.L.                           , ,,S
P4609700B,17,46,095,A,A,000,Caudete de las Fuentes                                                ,G97160337,17,00,013,N,N,000,Asoc. Grupo de Acción Local Tierras del Interior                      , ,,
P4610200J,17,46,100,A,A,000,Cotes                                                                 ,G96417886,17,00,010,N,N,000,Asoc. Promoción Socioeconómica Municipios Macizo del Caroig           , ,01/10/2014,
P4610700I,17,46,105,A,A,000,Cullera                                                               ,A96124177,17,46,105,A,P,001,"Aigues de Cullera, S.A.                                               ", ,,S
P4610700I,17,46,105,A,A,000,Cullera                                                               ,A46029716,17,46,105,A,P,002,"E. M. Urbanizadora de Cullera, S.A.(EMUCSA)                           ", ,,S
P4610800G,17,46,106,A,A,000,Chelva                                                                ,G97209878,17,00,011,N,N,000,Asoc. Líder Serranía del Turia-Valencia                               , ,,
